gss_code,name,Reception_Obesity_Prevalence_2014-15,Year6_Obesity_Prevalence_2014-15,Reception_Obesity_Prevalence_2015-16,Year6_Obesity_Prevalence_2015-16,Reception_Obesity_Prevalence_2016-17,Year6_Obesity_Prevalence_2016-17,Reception_Obesity_Prevalence_2017-18,Year6_Obesity_Prevalence_2017-18,Reception_Obesity_Prevalence_2018-19,Year6_Obesity_Prevalence_2018-19,Reception_Obesity_Prevalence_2019-20,Year6_Obesity_Prevalence_2019-20,Fast_Food_Density,IMD_Avg_Score,percent_green,population_density_ha,non_working_proportion,non_white_proportion
E09000028,Southwark,13.0338500474533,27.9862174578867,12.0777279521674,27.582679849983,12.8805620608899,28.0470914127424,11.488,24.6298788694482,12.7181208053691,25.8720930232558,11.340206185567,27.2912423625255,5.950502226165648,25.811,37.665918754115744,111,49.34687953555878,48.6
E09000020,Kensington and Chelsea,9.57775489186406,21.4765100671141,10.8866442199776,18.5840707964602,8.46153846153846,19.2439862542955,11.008111239861,20.7750269106566,8.35266821345708,22.9834254143646,10.1796407185629,22.0994475138122,7.025312078292308,21.526,30.368156569410594,129,58.032786885245905,36.3
E09000033,Westminster,9.53079178885631,24.4545454545455,10.8493932905068,24.9422632794457,10.0377358490566,26.3543191800878,7.85953177257525,22.8801169590643,9.29332042594385,23.972602739726,10.0,25.0,15.524246107219561,20.339,31.197604386725764,126,64.8,44.8
E09000007,Camden,9.41492938802959,20.8241353936718,9.45083014048531,21.3266761768902,9.62059620596206,23.0549607423269,7.53228120516499,21.8594748048261,8.76132930513595,21.5038650737878,7.92682926829268,22.7272727272727,8.352725171542017,20.131,43.278949274860395,128,54.75206611570248,40.5
E09000030,Tower Hamlets,11.8937287611986,26.6666666666667,11.588785046729,27.1037868162693,12.012987012987,26.4754368611935,10.5311920938851,26.7317073170732,11.744222855334,25.3498727735369,12.0401337792642,25.7281553398058,11.35574549521527,27.913,25.381533996788754,168,70.57991513437058,60.6
E09000019,Islington,9.7300050942435,22.7667493796526,10.3376623376623,22.8464419475655,10.3260869565217,24.9263406010607,10.8315098468271,23.6238532110092,9.74770642201835,23.3539673607203,8.76132930513595,24.9275362318841,10.769584952402976,27.535,34.87568504252269,167,56.35491606714629,37.8
E09000012,Hackney,11.978221415608,25.5854293148309,12.4636627906977,27.0024772914946,12.9841386942088,26.9750306999591,12.007722007722,25.3046303818034,11.3154738104758,24.6196957566053,11.0169491525424,27.6371308016878,6.142044263847144,32.526,38.79302972804269,147,66.01123595505618,46.9
E09000014,Haringey,10.5878308697147,22.5818735719726,11.5679442508711,23.8239757207891,9.69782150386507,22.4390243902439,10.2061855670103,23.6504723346829,11.4473204520598,23.5090152565881,7.30337078651685,20.9424083769634,4.6962024418934,27.956,43.54583374648324,90,36.88394276629571,43.0
E09000025,Newham,13.7674825174825,27.3748723186925,12.5414731254147,27.5862068965517,12.2791519434629,26.5246142542248,12.8072445019405,27.4054412740544,12.3090745732255,27.7191471031661,,28.0516431924883,5.106526904576492,29.577,30.641327296230543,98,66.70480549199085,69.2
E09000002,Barking and Dagenham,13.4574947431661,25.2595155709343,13.9090118806143,28.5419532324622,12.995289553893,29.567462879277,13.0916716596765,30.0332025354663,13.3574007220217,29.4578138590896,12.9107981220657,28.3987915407855,0.740753975251163,32.768,39.20116841450653,59,53.2608695652174,55.1
